,Unnamed: 0,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,tire_sizes,user_type_cat,duration_trim,duration_time,ride_date,ride_id
13289,13289,2 minutes,30,San Francisco Caltrain (Townsend St at 4th St),92,Mission Bay Kids Park,3246,3,1988,Male,27,3,2 ,2,2022-11-15,498147
13290,13290,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),74,Laguna St at Hayes St,4780,1,1981,Male,27,1,13 ,13,2017-04-11,148418
13291,13291,13 minutes,16,Steuart St at Market St,85,Church St at Duboce Ave,4616,1,1974,Male,27,1,13 ,13,2021-09-03,4370
13292,13292,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),115,Jackson Playground,5497,1,1983,Male,27,1,7 ,7,2015-05-26,100264
13293,13293,23 minutes,30,San Francisco Caltrain (Townsend St at 4th St),370,Jones St at Post St,3371,1,1981,Female,26,1,23 ,23,2019-05-04,407284
13294,13294,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),92,Mission Bay Kids Park,282,3,1994,Male,27,3,3 ,3,2019-08-01,21142
13295,13295,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,4963,2,1989,Male,26,2,3 ,3,2016-12-04,351089
13296,13296,10 minutes,22,Howard St at Beale St,5,Powell St BART Station (Market St at 5th St),5298,3,1986,Male,29,3,10 ,10,2021-07-10,27928
13297,13297,20 minutes,30,San Francisco Caltrain (Townsend St at 4th St),72,Page St at Scott St,3108,1,1979,Male,27,1,20 ,20,2019-11-03,200356
13298,13298,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),324,Union Square (Powell St at Post St),3673,3,1988,Male,27,3,3 ,3,2022-08-09,68648
13299,13299,16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),13,Commercial St at Montgomery St,2119,1,1992,Male,29,1,16 ,16,2020-12-14,225495
13300,13300,20 minutes,16,Steuart St at Market St,73,Pierce St at Haight St,5575,2,1988,Male,26,2,20 ,20,2020-08-17,1133
13301,13301,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),733,3,1976,Female,26,3,4 ,4,2021-02-19,27833
13302,13302,12 minutes,16,Steuart St at Market St,90,Townsend St at 7th St,4842,1,1988,Female,26,1,12 ,12,2016-02-10,46852
13303,13303,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),324,Union Square (Powell St at Post St),5497,1,1990,Male,27,1,11 ,11,2016-07-30,171236
13304,13304,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),370,Jones St at Post St,5137,2,1982,Male,29,2,9 ,9,2016-04-06,137230
13305,13305,16 minutes,3,Powell St BART Station (Market St at 4th St),133,Valencia St at 22nd St,5060,2,1986,Male,29,2,16 ,16,2021-10-28,208436
13306,13306,18 minutes,5,Powell St BART Station (Market St at 5th St),86,Market St at Dolores St,2821,2,1981,Male,26,2,18 ,18,2016-05-24,162926
13307,13307,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),17,Embarcadero BART Station (Beale St at Market St),3679,1,1967,Male,27,1,7 ,7,2022-09-10,338964
13308,13308,5 minutes,81,Berry St at 4th St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),4894,2,1987,Male,27,2,5 ,5,2016-11-24,492463
13309,13309,2 minutes,5,Powell St BART Station (Market St at 5th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),5459,2,1994,Female,26,2,2 ,2,2020-03-21,128951
13310,13310,11 minutes,5,Powell St BART Station (Market St at 5th St),90,Townsend St at 7th St,1428,2,1994,Male,27,2,11 ,11,2017-12-18,476371
13311,13311,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),88,11th St at Bryant St,4974,3,1987,Male,26,3,7 ,7,2018-09-30,460804
13312,13312,15 minutes,5,Powell St BART Station (Market St at 5th St),129,Harrison St at 20th St,140,3,1994,Male,27,3,15 ,15,2022-09-01,288263
13313,13313,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),324,Union Square (Powell St at Post St),5426,2,1994,Female,29,2,4 ,4,2021-04-14,7761
13314,13314,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),62,Victoria Manalo Draves Park,5425,1,1990,Female,29,1,4 ,4,2018-11-20,129413
13315,13315,6 minutes,22,Howard St at Beale St,3,Powell St BART Station (Market St at 4th St),4941,2,1989,Female,27,2,6 ,6,2022-08-19,121721
13316,13316,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,985,2,1988,Male,27,2,10 ,10,2017-11-08,357268
13317,13317,12 minutes,5,Powell St BART Station (Market St at 5th St),345,Hubbell St at 16th St,5063,2,1993,Female,27,2,12 ,12,2022-06-27,275796
13318,13318,28 minutes,81,Berry St at 4th St,55,Webster St at Grove St,4648,2,1969,Female,27,2,28 ,28,2016-03-14,149394
13319,13319,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),321,5th St at Folsom,4611,2,1992,Male,27,2,6 ,6,2019-01-21,421596
13320,13320,18 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),4996,2,1992,Female,27,2,18 ,18,2019-03-22,422246
13321,13321,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),336,Potrero Ave and Mariposa St,5567,2,1977,Male,29,2,12 ,12,2017-11-30,490648
13322,13322,24 minutes,21,Montgomery St BART Station (Market St at 2nd St),146,30th St at San Jose Ave,5448,2,1987,Male,26,2,24 ,24,2016-10-06,379755
13323,13323,5 minutes,16,Steuart St at Market St,323,Broadway at Kearny,5098,3,1989,Male,29,3,5 ,5,2015-12-01,489810
13324,13324,18 minutes,21,Montgomery St BART Station (Market St at 2nd St),285,Webster St at O'Farrell St,4735,3,1994,Male,26,3,18 ,18,2018-12-22,434538
13325,13325,8 minutes,3,Powell St BART Station (Market St at 4th St),92,Mission Bay Kids Park,1992,2,1987,Male,29,2,8 ,8,2019-08-24,2
13326,13326,22 minutes,81,Berry St at 4th St,137,Jersey St at Castro St,5337,2,1987,Male,29,2,22 ,22,2022-03-10,281098
13327,13327,3 minutes,16,Steuart St at Market St,28,The Embarcadero at Bryant St,4656,1,1981,Male,27,1,3 ,3,2018-06-17,478025
13328,13328,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),5425,2,1990,Male,29,2,7 ,7,2018-08-02,450122
13329,13329,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,1148,2,1977,Female,29,2,12 ,12,2022-05-10,431059
13330,13330,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),2230,2,1987,Male,26,2,10 ,10,2015-06-30,144628
13331,13331,9 minutes,81,Berry St at 4th St,11,Davis St at Jackson St,4638,2,1996,Male,29,2,9 ,9,2016-09-07,354413
13332,13332,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),75,Market St at Franklin St,4456,2,1986,Male,26,2,9 ,9,2019-12-22,20173
13333,13333,6 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,1090,1,1988,Other,29,1,6 ,6,2018-11-11,310094
13334,13334,2 minutes,81,Berry St at 4th St,80,Townsend St at 5th St,3624,2,1995,Male,29,2,2 ,2,2017-11-13,408976
13335,13335,9 minutes,3,Powell St BART Station (Market St at 4th St),350,8th St at Brannan St,5354,2,1995,Male,26,2,9 ,9,2018-08-16,2685
13336,13336,15 minutes,3,Powell St BART Station (Market St at 4th St),336,Potrero Ave and Mariposa St,5314,1,1993,Male,29,1,15 ,15,2015-08-17,445674
13337,13337,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),24,Spear St at Folsom St,4711,2,1991,Male,27,2,6 ,6,2019-12-08,149736
13338,13338,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),62,Victoria Manalo Draves Park,5576,2,1994,Male,29,2,6 ,6,2021-12-22,157460
13339,13339,17 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),75,Market St at Franklin St,3035,3,1988,Male,27,3,17 ,17,2021-05-09,353416
13340,13340,6 minutes,81,Berry St at 4th St,126,Esprit Park,2188,3,1992,Male,26,3,6 ,6,2021-03-24,148549
13341,13341,5 minutes,3,Powell St BART Station (Market St at 4th St),16,Steuart St at Market St,2656,2,1981,Male,27,2,5 ,5,2017-07-22,323204
13342,13342,7 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,4572,2,1989,Male,29,2,7 ,7,2020-02-17,186488
13343,13343,20 minutes,5,Powell St BART Station (Market St at 5th St),145,29th St at Church St,4984,2,1965,Male,26,2,20 ,20,2016-06-07,8435
13344,13344,16 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),130,22nd St Caltrain Station,5367,3,1979,Male,27,3,16 ,16,2020-02-13,477916
13345,13345,13 minutes,81,Berry St at 4th St,356,Valencia St at Clinton Park,4604,2,1994,Male,26,2,13 ,13,2019-05-13,438731
13346,13346,16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),95,Sanchez St at 15th St,5459,2,1991,Male,27,2,16 ,16,2016-09-14,178143
13347,13347,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),63,Bryant St at 6th St,5007,2,1985,Male,27,2,5 ,5,2017-04-24,304828
13348,13348,6 minutes,16,Steuart St at Market St,323,Broadway at Kearny,4924,3,1983,Male,29,3,6 ,6,2019-05-06,249482
13349,13349,3 minutes,22,Howard St at Beale St,15,San Francisco Ferry Building (Harry Bridges Plaza),4799,1,1989,Female,27,1,3 ,3,2018-10-29,420629
13350,13350,15 minutes,5,Powell St BART Station (Market St at 5th St),29,O'Farrell St at Divisadero St,2857,3,1986,Male,27,3,15 ,15,2019-01-17,156986
13351,13351,6 minutes,81,Berry St at 4th St,28,The Embarcadero at Bryant St,3090,2,1991,Male,29,2,6 ,6,2020-05-18,349453
13352,13352,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),77,11th St at Natoma St,4464,2,1987,Male,27,2,10 ,10,2022-03-28,451649
13353,13353,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,5001,1,1973,Male,27,1,6 ,6,2017-12-29,238349
13354,13354,16 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,5373,2,1988,Male,27,2,16 ,16,2019-05-02,86254
13355,13355,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,4952,2,1987,Male,29,2,9 ,9,2018-11-07,51592
13356,13356,4 minutes,81,Berry St at 4th St,321,5th St at Folsom,4400,2,1996,Male,27,2,4 ,4,2019-03-01,122403
13357,13357,8 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,4619,2,1988,Male,27,2,8 ,8,2020-10-20,311016
13358,13358,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),100,Bryant St at 15th St,5565,1,1995,Male,26,1,7 ,7,2015-06-27,252632
13359,13359,5 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,4987,1,1985,Male,27,1,5 ,5,2021-06-07,107790
13360,13360,16 minutes,16,Steuart St at Market St,130,22nd St Caltrain Station,5162,2,1968,Male,29,2,16 ,16,2022-06-17,242145
13361,13361,14 minutes,3,Powell St BART Station (Market St at 4th St),95,Sanchez St at 15th St,4608,1,1985,Male,26,1,14 ,14,2021-04-23,392317
13362,13362,14 minutes,21,Montgomery St BART Station (Market St at 2nd St),64,5th St at Brannan St,3379,3,1989,Female,26,3,14 ,14,2022-12-13,30654
13363,13363,5 minutes,3,Powell St BART Station (Market St at 4th St),284,Yerba Buena Center for the Arts (Howard St at 3rd St),5438,2,1966,Male,26,2,5 ,5,2015-02-04,354317
13364,13364,10 minutes,22,Howard St at Beale St,81,Berry St at 4th St,4987,1,1976,Male,29,1,10 ,10,2015-03-31,321455
13365,13365,7 minutes,5,Powell St BART Station (Market St at 5th St),369,Hyde St at Post St,4356,1,1990,Male,26,1,7 ,7,2022-10-18,230509
13366,13366,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),62,Victoria Manalo Draves Park,4974,2,1993,Male,26,2,6 ,6,2016-01-19,315408
13367,13367,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),26,1st St at Folsom St,4734,2,1987,Male,27,2,6 ,6,2017-11-24,74538
13368,13368,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),368,Myrtle St at Polk St,5528,3,1992,Male,27,3,11 ,11,2022-08-11,337001
13369,13369,15 minutes,22,Howard St at Beale St,60,8th St at Ringold St,5097,2,1995,Female,26,2,15 ,15,2022-09-02,442651
13370,13370,58 minutes,3,Powell St BART Station (Market St at 4th St),5,Powell St BART Station (Market St at 5th St),4984,1,1967,Male,26,1,58 ,58,2022-06-29,77772
13371,13371,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),11,Davis St at Jackson St,5068,2,1982,Female,27,2,3 ,3,2015-01-07,85738
13372,13372,17 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),31,Raymond Kimbell Playground,4358,2,1979,Male,29,2,17 ,17,2016-08-12,90734
13373,13373,14 minutes,22,Howard St at Beale St,355,23rd St at Tennessee St,5357,2,1986,Male,26,2,14 ,14,2015-12-05,211292
13374,13374,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),2367,1,1970,Male,27,1,12 ,12,2015-10-15,344277
13375,13375,5 minutes,81,Berry St at 4th St,114,Rhode Island St at 17th St,4752,2,1988,Male,29,2,5 ,5,2021-01-22,403682
13376,13376,23 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),15,San Francisco Ferry Building (Harry Bridges Plaza),5373,1,1988,Male,26,1,23 ,23,2022-08-13,25481
13377,13377,9 minutes,3,Powell St BART Station (Market St at 4th St),88,11th St at Bryant St,5278,2,1983,Male,26,2,9 ,9,2022-08-29,95585
13378,13378,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),126,Esprit Park,5145,1,1986,Male,26,1,5 ,5,2019-04-17,19602
13379,13379,24 minutes,22,Howard St at Beale St,355,23rd St at Tennessee St,4617,2,1992,Male,27,2,24 ,24,2019-12-14,480858
13380,13380,16 minutes,22,Howard St at Beale St,97,14th St at Mission St,2197,2,1987,Male,27,2,16 ,16,2021-10-22,193817
13381,13381,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),27,Beale St at Harrison St,4940,2,1984,Male,29,2,6 ,6,2016-02-25,71488
13382,13382,14 minutes,16,Steuart St at Market St,383,Golden Gate Ave at Franklin St,4794,1,1985,Male,26,1,14 ,14,2019-08-19,418263
13383,13383,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),4572,3,1990,Male,29,3,6 ,6,2016-02-24,124733
13384,13384,11 minutes,22,Howard St at Beale St,81,Berry St at 4th St,4400,2,1987,Male,29,2,11 ,11,2016-12-06,206419
13385,13385,32 minutes,3,Powell St BART Station (Market St at 4th St),137,Jersey St at Castro St,2191,3,1989,Male,29,3,32 ,32,2017-10-30,246761
13386,13386,9 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),2046,2,1978,Male,26,2,9 ,9,2019-10-05,442513
13387,13387,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,5488,3,1991,Male,29,3,3 ,3,2016-01-18,139342
13388,13388,10 minutes,5,Powell St BART Station (Market St at 5th St),356,Valencia St at Clinton Park,5570,2,1977,Male,29,2,10 ,10,2018-12-25,189213
13389,13389,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),371,Lombard St at Columbus Ave,5057,1,1991,Male,26,1,7 ,7,2017-03-09,374288
13390,13390,9 minutes,5,Powell St BART Station (Market St at 5th St),96,Dolores St at 15th St,4629,1,1989,Other,27,1,9 ,9,2021-01-12,182674
13391,13391,4 minutes,22,Howard St at Beale St,36,Folsom St at 3rd St,5050,2,1972,Male,27,2,4 ,4,2022-07-29,22593
13392,13392,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,4752,2,1985,Male,26,2,8 ,8,2017-09-18,293703
13393,13393,18 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),74,Laguna St at Hayes St,5060,3,1980,Male,27,3,18 ,18,2018-05-16,404279
13394,13394,8 minutes,16,Steuart St at Market St,36,Folsom St at 3rd St,5141,2,1985,Male,26,2,8 ,8,2019-08-02,329317
13395,13395,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),50,2nd St at Townsend St,4937,2,1987,Male,27,2,4 ,4,2016-06-27,330926
13396,13396,13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),43,San Francisco Public Library (Grove St at Hyde St),4800,1,1960,Male,26,1,13 ,13,2018-10-10,398542
13397,13397,15 minutes,16,Steuart St at Market St,78,Folsom St at 9th St,5202,1,1969,Male,29,1,15 ,15,2022-01-23,246095
13398,13398,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4974,1,1983,Male,26,1,10 ,10,2020-10-08,178675
13399,13399,8 minutes,16,Steuart St at Market St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4572,1,1984,Male,29,1,8 ,8,2017-06-07,243371
13400,13400,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,2977,3,1989,Female,26,3,11 ,11,2016-02-20,175691
13401,13401,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5030,2,1989,Male,26,2,10 ,10,2015-12-18,261621
13402,13402,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4981,3,1981,Male,27,3,4 ,4,2020-05-26,149926
13403,13403,20 minutes,81,Berry St at 4th St,73,Pierce St at Haight St,5216,2,1989,Male,27,2,20 ,20,2019-04-19,181274
13404,13404,16 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,4651,2,1984,Female,27,2,16 ,16,2020-04-24,99918
13405,13405,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),88,11th St at Bryant St,5327,3,1994,Male,26,3,5 ,5,2016-09-14,357646
13406,13406,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),97,14th St at Mission St,4820,2,1992,Female,27,2,12 ,12,2015-12-13,27752
13407,13407,10 minutes,3,Powell St BART Station (Market St at 4th St),93,4th St at Mission Bay Blvd S,1756,3,1983,Male,29,3,10 ,10,2018-02-20,228060
13408,13408,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),24,Spear St at Folsom St,3216,1,1987,Male,29,1,7 ,7,2017-08-02,235349
13409,13409,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,5035,3,1984,Male,26,3,11 ,11,2020-11-12,21849
13410,13410,5 minutes,5,Powell St BART Station (Market St at 5th St),20,Mechanics Monument Plaza (Market St at Bush St),4810,3,1993,Male,29,3,5 ,5,2016-01-11,2892
13411,13411,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),97,14th St at Mission St,5268,2,1996,Female,29,2,13 ,13,2019-04-13,27290
13412,13412,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),102,Irwin St at 8th St,5539,2,1970,Male,29,2,12 ,12,2021-04-27,209144
13413,13413,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),19,Post St at Kearny St,4716,3,1972,Male,29,3,5 ,5,2016-01-23,267951
13414,13414,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),88,11th St at Bryant St,4875,1,1989,Male,29,1,8 ,8,2020-08-02,36253
13415,13415,8 minutes,16,Steuart St at Market St,324,Union Square (Powell St at Post St),4802,2,1971,Male,29,2,8 ,8,2021-07-20,187298
13416,13416,8 minutes,16,Steuart St at Market St,324,Union Square (Powell St at Post St),5221,2,1990,Other,29,2,8 ,8,2016-08-16,198662
13417,13417,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),28,The Embarcadero at Bryant St,5488,1,1994,Male,26,1,5 ,5,2022-08-19,100632
13418,13418,11 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),1790,2,1988,Male,27,2,11 ,11,2021-08-22,21059
13419,13419,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),284,Yerba Buena Center for the Arts (Howard St at 3rd St),1594,3,1985,Male,27,3,7 ,7,2022-08-09,396234
13420,13420,19 minutes,30,San Francisco Caltrain (Townsend St at 4th St),96,Dolores St at 15th St,5051,2,1986,Male,29,2,19 ,19,2017-07-24,252497
13421,13421,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),114,Rhode Island St at 17th St,4842,2,1984,Male,27,2,12 ,12,2017-02-18,457351
13422,13422,2 minutes,22,Howard St at Beale St,27,Beale St at Harrison St,1466,3,1986,Male,29,3,2 ,2,2022-08-30,431428
13423,13423,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),77,11th St at Natoma St,5005,2,1989,Male,26,2,9 ,9,2022-12-28,347222
13424,13424,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),5438,2,1986,Female,26,2,8 ,8,2018-03-24,254926
13425,13425,10 minutes,3,Powell St BART Station (Market St at 4th St),78,Folsom St at 9th St,652,1,1992,Male,27,1,10 ,10,2021-12-15,50276
13426,13426,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5327,2,1994,Male,26,2,10 ,10,2022-08-01,259077
13427,13427,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),3562,2,1993,Female,26,2,10 ,10,2018-09-10,474901
13428,13428,4 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,3494,2,1988,Male,27,2,4 ,4,2022-12-18,268237
13429,13429,1 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),16,Steuart St at Market St,4572,3,1960,Male,29,3,1 ,1,2015-07-10,373765
13430,13430,14 minutes,3,Powell St BART Station (Market St at 4th St),130,22nd St Caltrain Station,4771,1,1985,Male,26,1,14 ,14,2017-05-16,251397
13431,13431,17 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),284,Yerba Buena Center for the Arts (Howard St at 3rd St),4962,2,1985,Male,27,2,17 ,17,2020-06-04,213728
13432,13432,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,4963,3,1988,Male,29,3,4 ,4,2022-11-17,375896
13433,13433,1 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),16,Steuart St at Market St,5141,2,1972,Male,27,2,1 ,1,2017-09-09,448285
13434,13434,9 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5112,2,1971,Male,26,2,9 ,9,2015-12-21,230065
13435,13435,12 minutes,5,Powell St BART Station (Market St at 5th St),127,Valencia St at 21st St,5292,1,1987,Male,27,1,12 ,12,2018-11-20,109530
13436,13436,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),4820,2,1966,Male,29,2,8 ,8,2021-11-29,95896
13437,13437,20 minutes,30,San Francisco Caltrain (Townsend St at 4th St),371,Lombard St at Columbus Ave,5304,2,1992,Male,26,2,20 ,20,2017-08-07,148302
13438,13438,11 minutes,3,Powell St BART Station (Market St at 4th St),64,5th St at Brannan St,27,2,1996,Male,29,2,11 ,11,2018-01-07,468069
13439,13439,6 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),341,3,1992,Male,26,3,6 ,6,2021-02-26,122546
13440,13440,1 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),16,Steuart St at Market St,5202,2,1972,Male,29,2,1 ,1,2019-06-30,16337
13441,13441,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),4736,3,1988,Female,26,3,6 ,6,2022-11-10,425954
13442,13442,6 minutes,5,Powell St BART Station (Market St at 5th St),74,Laguna St at Hayes St,5173,1,1979,Male,27,1,6 ,6,2020-03-13,262569
13443,13443,9 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5035,3,1988,Male,26,3,9 ,9,2018-10-17,470594
13444,13444,17 minutes,30,San Francisco Caltrain (Townsend St at 4th St),107,17th St at Dolores St,5389,3,1986,Male,26,3,17 ,17,2021-02-27,83204
13445,13445,17 minutes,21,Montgomery St BART Station (Market St at 2nd St),78,Folsom St at 9th St,962,1,1999,Female,27,1,17 ,17,2017-05-30,14027
13446,13446,17 minutes,21,Montgomery St BART Station (Market St at 2nd St),78,Folsom St at 9th St,2499,1,1999,Male,29,1,17 ,17,2021-01-06,354197
13447,13447,17 minutes,21,Montgomery St BART Station (Market St at 2nd St),78,Folsom St at 9th St,611,1,1999,Male,29,1,17 ,17,2015-02-08,111275
13448,13448,5 minutes,22,Howard St at Beale St,47,4th St at Harrison St,5488,1,1980,Male,29,1,5 ,5,2015-06-11,437452
13449,13449,10 minutes,3,Powell St BART Station (Market St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),535,3,1983,Female,26,3,10 ,10,2022-02-23,468492
13450,13450,2 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),23,The Embarcadero at Steuart St,5290,2,1960,Male,29,2,2 ,2,2016-01-17,372225
13451,13451,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5162,2,1983,Male,26,2,5 ,5,2021-03-18,272986
13452,13452,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,4734,2,1991,Male,29,2,8 ,8,2016-07-01,333698
13453,13453,9 minutes,5,Powell St BART Station (Market St at 5th St),86,Market St at Dolores St,4602,1,1988,Male,27,1,9 ,9,2018-09-01,261936
13454,13454,25 minutes,81,Berry St at 4th St,53,Grove St at Divisadero,4908,2,1987,Female,26,2,25 ,25,2016-04-26,64761
13455,13455,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),41,Golden Gate Ave at Polk St,4949,1,1988,Male,26,1,14 ,14,2016-07-28,432130
13456,13456,22 minutes,22,Howard St at Beale St,375,Grove St at Masonic Ave,4641,2,1985,Female,27,2,22 ,22,2018-04-23,11398
13457,13457,11 minutes,3,Powell St BART Station (Market St at 4th St),371,Lombard St at Columbus Ave,5355,2,1990,Male,26,2,11 ,11,2017-11-06,160758
13458,13458,9 minutes,3,Powell St BART Station (Market St at 4th St),350,8th St at Brannan St,5381,1,1986,Male,29,1,9 ,9,2018-10-02,272273
13459,13459,9 minutes,5,Powell St BART Station (Market St at 5th St),368,Myrtle St at Polk St,4326,2,1976,Female,29,2,9 ,9,2021-05-28,373002
13460,13460,16 minutes,22,Howard St at Beale St,87,Folsom St at 13th St,708,2,1980,Male,27,2,16 ,16,2019-07-18,238823
13461,13461,7 minutes,81,Berry St at 4th St,21,Montgomery St BART Station (Market St at 2nd St),1035,1,1993,Male,27,1,7 ,7,2019-10-17,250194
13462,13462,6 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4963,2,1967,Male,27,2,6 ,6,2021-01-29,429666
